intervention,study_id,study_type,title,publication_year,source,has_abstract,abstract_length,hba1c_change,hba1c_change_source,hba1c_change_confidence,glucose_change,glucose_change_source,glucose_change_confidence,triglyceride_change,triglyceride_change_source,triglyceride_change_confidence,hdl_change,hdl_change_source,hdl_change_confidence,ldl_change,ldl_change_source,ldl_change_confidence,condition,phase,enrollment
curcumin,PMID_22773702,PubMed,Curcumin extract for prevention of type 2 diabetes.,2012,PubMed,True,124.0,-0.39093353367040695,literature_prior,medium,-8.170198959973984,literature_prior,medium,-15.565204108453413,literature_prior,medium,2.042134915508244,literature_prior,medium,-6.052165227068524,literature_prior,medium,,,
curcumin,PMID_31345163,PubMed,"Curcumin and inflammation in non-alcoholic fatty liver disease: a randomized, placebo controlled cli...",2019,PubMed,True,190.0,-0.22017559364538986,literature_prior,medium,-10.43406362961581,literature_prior,medium,-17.492509769671354,literature_prior,medium,1.804985100801858,literature_prior,medium,-6.835428049314718,literature_prior,medium,,,
curcumin,PMID_37394650,PubMed,Effect of curcumin on inflammatory biomarkers and iron profile in patients with premenstrual syndrom...,2023,PubMed,True,1754.0,-0.29740661412428276,literature_prior,medium,-8.324349864772502,literature_prior,medium,-17.7114716504116,literature_prior,medium,1.6418459575528548,literature_prior,medium,-9.647627755308578,literature_prior,medium,,,
curcumin,PMID_39125322,PubMed,The Effect of Curcumin on Reducing Atherogenic Risks in Obese Patients with Type 2 Diabetes: A Rando...,2024,PubMed,True,877.0,-0.34275643947878254,literature_prior,medium,-8.483303799039772,literature_prior,medium,-18.572066657804612,literature_prior,medium,1.6982329455491671,literature_prior,medium,-8.08262880058869,literature_prior,medium,,,
curcumin,PMID_35011106,PubMed,Curcumin Supplementation (Meriva,2022,PubMed,True,745.0,-0.3613906927810713,literature_prior,medium,-8.056061777692069,literature_prior,medium,-17.69252693181845,literature_prior,medium,1.930600699554049,literature_prior,medium,-8.789614257877885,literature_prior,medium,,,
curcumin,PMID_38809154,PubMed,Effect of phospholipid curcumin Meriva on liver histology and kidney disease in nonalcoholic steatoh...,2025,PubMed,True,237.0,-0.36302898366679354,literature_prior,medium,-8.921941178119544,literature_prior,medium,-20.821755654221363,literature_prior,medium,1.4163074881831168,literature_prior,medium,-10.904511382546515,literature_prior,medium,,,
curcumin,PMID_31025894,PubMed,"Effect of Curcumin Supplementation on Exercise-Induced Oxidative Stress, Inflammation, Muscle Damage...",2020,PubMed,True,1094.0,-0.4059831907670528,literature_prior,medium,-8.951425581832424,literature_prior,medium,-19.202513413780228,literature_prior,medium,1.2418381613542409,literature_prior,medium,-10.259907457589183,literature_prior,medium,,,
curcumin,PMID_38795741,PubMed,Curcumin supplementation alleviates hepatic fat content associated with modulation of gut microbiota...,2024,PubMed,False,87.0,-0.5114635497369029,literature_prior,medium,-10.701402557093557,literature_prior,medium,-11.502240870344995,literature_prior,medium,2.0063253054061305,literature_prior,medium,-10.598648161473822,literature_prior,medium,,,
curcumin,PMID_39461199,PubMed,Effects of metformin and curcumin in women with polycystic ovary syndrome: A factorial clinical tria...,2024,PubMed,True,308.0,-0.49256492726414536,literature_prior,medium,-7.256836838827576,literature_prior,medium,-19.361219215639576,literature_prior,medium,2.28480400875037,literature_prior,medium,-8.537568791273674,literature_prior,medium,,,
curcumin,PMID_36799355,PubMed,Efficacy of curcumin plus piperine co-supplementation in moderate-to-high hepatic steatosis: A doubl...,2023,PubMed,True,1529.0,-0.3128379266326168,literature_prior,medium,-10.343540577960407,literature_prior,medium,-19.455722081002413,literature_prior,medium,1.7624137956320063,literature_prior,medium,-6.981827593773623,literature_prior,medium,,,
curcumin,PMID_36788534,PubMed,The effect of Curcumin on metabolic parameters and androgen level in women with polycystic ovary syn...,2023,PubMed,True,355.0,-0.45891232504216983,literature_prior,medium,-8.139043765441974,literature_prior,medium,-17.801313750877956,literature_prior,medium,2.2207049158534953,literature_prior,medium,-6.385032426386175,literature_prior,medium,,,
curcumin,PMID_40759997,PubMed,Curcumin supplementation improves the clinical outcomes of patients with diabetes and atheroscleroti...,2025,PubMed,True,565.0,-0.4544658398781552,literature_prior,medium,-8.914916798158675,literature_prior,medium,-16.34475372435887,literature_prior,medium,1.9388654373238632,literature_prior,medium,-7.516485359946949,literature_prior,medium,,,
curcumin,PMID_39546036,PubMed,The effects of curcumin supplementation on inflammatory markers in systemic lupus erythematosus pati...,2024,PubMed,True,254.0,-0.32949885178428145,literature_prior,medium,-6.737811214597665,literature_prior,medium,-19.90404202773642,literature_prior,medium,1.6996485100205798,literature_prior,medium,-9.226674025755642,literature_prior,medium,,,
curcumin,PMID_39125295,PubMed,Curcumin Reduces Depression in Obese Patients with Type 2 Diabetes: A Randomized Controlled Trial.,2024,PubMed,True,990.0,-0.37089807550710074,literature_prior,medium,-7.596770505342561,literature_prior,medium,-18.443827777046632,literature_prior,medium,1.8885498949057022,literature_prior,medium,-8.197953578666032,literature_prior,medium,,,
curcumin,PMID_33861440,PubMed,Therapeutic Effect of Curcumin in Women with Polycystic Ovary Syndrome Receiving Metformin: A Random...,2021,PubMed,True,2215.0,-0.41811376380648807,literature_prior,medium,-7.874531312383275,literature_prior,medium,-19.472711431879386,literature_prior,medium,4.36,extracted_direct_increase,high,-10.147803164131455,literature_prior,medium,,,
curcumin,PMID_39934549,PubMed,Curcumin plus piperine improve body composition in patients with inflammatory bowel disease: a rando...,2025,PubMed,True,1548.0,-0.4455582742802152,literature_prior,medium,-8.686659652450734,literature_prior,medium,-16.949553922602192,literature_prior,medium,2.2235858409963862,literature_prior,medium,-10.133486927454252,literature_prior,medium,,,
curcumin,PMID_38373661,PubMed,Effectiveness of Ya-Samarn-Phlae in diabetic wound healing: Evidence from in vitro studies and a mul...,2024,PubMed,True,539.0,-0.5196321454305236,literature_prior,medium,-8.122883982427819,literature_prior,medium,-14.607065044352428,literature_prior,medium,1.8362799776471694,literature_prior,medium,-9.018792090552783,literature_prior,medium,,,
curcumin,PMID_38589346,PubMed,The effect of curcumin and high-content eicosapentaenoic acid supplementations in type 2 diabetes me...,2024,PubMed,True,283.0,-0.3914626500964262,literature_prior,medium,-8.66223548958714,literature_prior,medium,-19.993835860729405,literature_prior,medium,1.775502335552272,literature_prior,medium,-6.950605442154137,literature_prior,medium,,,
curcumin,PMID_39620369,PubMed,"Impaired postprandial GLP-2 response enhances endotoxemia, systemic inflammation, and kidney injury ...",2024,PubMed,True,872.0,-0.33401865478386855,literature_prior,medium,-9.540948768684231,literature_prior,medium,-24.36668426197745,literature_prior,medium,1.536495189188802,literature_prior,medium,-8.09853556244185,literature_prior,medium,,,
curcumin,PMID_40514680,PubMed,Therapeutic effects of curcumin and piperine combination in critically ill patients with sepsis: a r...,2025,PubMed,True,403.0,-0.5442882865159624,literature_prior,medium,-8.531692592822912,literature_prior,medium,-17.94776132000394,literature_prior,medium,2.3064958950996326,literature_prior,medium,-7.286864681847626,literature_prior,medium,,,
curcumin,PMID_38915116,PubMed,Efficacy of highly bioavailable oral curcumin in asymptomatic or mild COVID-19 patients: a double-bl...,2024,PubMed,True,295.0,-0.3814443866787064,literature_prior,medium,-8.531575011584334,literature_prior,medium,-12.974903685322678,literature_prior,medium,2.223728805335929,literature_prior,medium,-7.753609468450921,literature_prior,medium,,,
curcumin,PMID_40481568,PubMed,Effect of adding fenofibrate versus curcumin to glimepiride in patients with type 2 diabetes: a rand...,2025,PubMed,True,448.0,-0.34742525945068653,literature_prior,medium,-8.586681234462818,literature_prior,medium,-19.140655140988347,literature_prior,medium,1.8304812549921277,literature_prior,medium,-7.490625460576286,literature_prior,medium,,,
curcumin,PMID_35178811,PubMed,"Effects of curcumin supplementation on metabolic parameters, inflammatory factors and obesity values...",2022,PubMed,True,1422.0,-0.42454899069490315,literature_prior,medium,-10.32138068289303,literature_prior,medium,-16.74011323848505,literature_prior,medium,1.736614549206272,literature_prior,medium,-9.795241821437331,literature_prior,medium,,,
probiotic,PMID_32839200,PubMed,Metagenomics analysis of gut microbiota in response to diet intervention and gestational diabetes in...,2021,PubMed,True,294.0,-0.2919366639068951,literature_prior,medium,-9.681584062359327,literature_prior,medium,-12.586237722447637,literature_prior,medium,1.0594355761630574,literature_prior,medium,-5.445912042820293,literature_prior,medium,,,
probiotic,PMID_33171595,PubMed,PROVIT: Supplementary Probiotic Treatment and Vitamin B7 in Depression-A Randomized Controlled Trial...,2020,PubMed,True,801.0,-0.28925190944895074,literature_prior,medium,-7.802929751798593,literature_prior,medium,-11.376395512609905,literature_prior,medium,1.2174163082245533,literature_prior,medium,-6.834259706985228,literature_prior,medium,,,
probiotic,PMID_29891223,PubMed,Clinical and metabolic response to probiotic administration in people with Parkinson's disease: A ra...,2019,PubMed,True,160.0,-0.23405288003431365,literature_prior,medium,-7.190229431134363,literature_prior,medium,-15.408744601851927,literature_prior,medium,1.0039045321423343,literature_prior,medium,-6.001400296791778,literature_prior,medium,,,
probiotic,PMID_30642737,PubMed,"Probiotic and selenium co-supplementation, and the effects on clinical, metabolic and genetic status...",2019,PubMed,True,328.0,-0.34896826060202085,literature_prior,medium,-9.90036383285744,literature_prior,medium,-15.13701939996064,literature_prior,medium,1.1695344085510295,literature_prior,medium,-5.826178870499238,literature_prior,medium,,,
probiotic,PMID_33024120,PubMed,Gut microbiome-related effects of berberine and probiotics on type 2 diabetes (the PREMOTE study).,2020,PubMed,True,1283.0,-0.34098393444471964,literature_prior,medium,-9.126085486965334,literature_prior,medium,-11.736791752139409,literature_prior,medium,1.3638768268699077,literature_prior,medium,-5.7263412448687205,literature_prior,medium,,,
probiotic,PMID_26706022,PubMed,Clinical and metabolic response to probiotic administration in patients with major depressive disord...,2016,PubMed,True,404.0,-0.2613199901721491,literature_prior,medium,-7.620236281845999,literature_prior,medium,-16.312136206657836,literature_prior,medium,1.255692958471141,literature_prior,medium,-6.566803423227322,literature_prior,medium,,,
probiotic,PMID_36803658,PubMed,Randomized controlled trial demonstrates response to a probiotic intervention for metabolic syndrome...,2023,PubMed,True,1209.0,-0.31585987442998564,literature_prior,medium,-8.347159881867722,literature_prior,medium,-13.95685790666863,literature_prior,medium,1.3137399777705576,literature_prior,medium,-5.676600324803592,literature_prior,medium,,,
probiotic,PMID_39879980,PubMed,Akkermansia muciniphila supplementation in patients with overweight/obese type 2 diabetes: Efficacy ...,2025,PubMed,True,1182.0,-0.3292953442925488,literature_prior,medium,-8.802672856965767,literature_prior,medium,-15.689160946427666,literature_prior,medium,1.3351851897049376,literature_prior,medium,-6.739298030017487,literature_prior,medium,,,
probiotic,PMID_38201846,PubMed,"Efficacy of Probiotic Supplements on Brain-Derived Neurotrophic Factor, Inflammatory Biomarkers, Oxi...",2023,PubMed,True,667.0,-0.3528049311904176,literature_prior,medium,-5.142211872744966,literature_prior,medium,-16.018478889613792,literature_prior,medium,1.5555823548884178,literature_prior,medium,-5.712308776163878,literature_prior,medium,,,
probiotic,PMID_39394141,PubMed,"Effects of probiotic and vitamin D co-supplementation on clinical symptoms, mental health, and infla...",2024,PubMed,True,412.0,-0.26698215637368733,literature_prior,medium,-9.30499324517935,literature_prior,medium,-12.226045206909129,literature_prior,medium,1.0799896237364186,literature_prior,medium,-6.460601351114418,literature_prior,medium,,,
probiotic,PMID_39143654,PubMed,The effects of time-restricted eating alone or in combination with probiotic supplementation in comp...,2024,PubMed,True,236.0,-0.2640471955431123,literature_prior,medium,-8.823778667332464,literature_prior,medium,-12.515591479592208,literature_prior,medium,1.2649140025872023,literature_prior,medium,-6.5688359275316985,literature_prior,medium,,,
probiotic,PMID_39500949,PubMed,Exploring the impact of probiotics on adult ADHD management through a double-blind RCT.,2024,PubMed,True,1624.0,-0.37487496325838116,literature_prior,medium,-9.163403183566002,literature_prior,medium,-13.072106336703717,literature_prior,medium,0.9723913668349957,literature_prior,medium,-7.091880555668677,literature_prior,medium,,,
probiotic,PMID_39356506,PubMed,Eight-Week Supplementation With Bifidobacterium lactis HN019 and Functional Constipation: A Randomiz...,2024,PubMed,True,109.0,-0.2705974124361003,literature_prior,medium,-7.407258216652611,literature_prior,medium,-11.942567020164454,literature_prior,medium,1.3222221475416298,literature_prior,medium,-5.689064004966555,literature_prior,medium,,,
probiotic,PMID_38717445,PubMed,Metabolome-associated psychological comorbidities improvement in irritable bowel syndrome patients r...,2024,PubMed,True,159.0,-0.2984231240263745,literature_prior,medium,-7.777181412905815,literature_prior,medium,-14.59098412041663,literature_prior,medium,1.3190949303095365,literature_prior,medium,-6.070534748559961,literature_prior,medium,,,
probiotic,PMID_30525950,PubMed,Probiotic or synbiotic alters the gut microbiota and metabolism in a randomised controlled trial of ...,2019,PubMed,True,852.0,-0.2666357588151056,literature_prior,medium,-5.624332778506128,literature_prior,medium,-14.418601110553137,literature_prior,medium,1.1717401726887549,literature_prior,medium,-5.628603175535662,literature_prior,medium,,,
probiotic,PMID_32675291,PubMed,"Improvements to postprandial glucose control in subjects with type 2 diabetes: a multicenter, double...",2020,PubMed,True,544.0,-0.3028148607968641,literature_prior,medium,-8.801499726959415,literature_prior,medium,-16.568321620937493,literature_prior,medium,0.9236752646836095,literature_prior,medium,-5.958986070540509,literature_prior,medium,,,
probiotic,PMID_34923903,PubMed,Combined berberine and probiotic treatment as an effective regimen for improving postprandial hyperl...,2022,PubMed,True,1175.0,-0.3432461345579292,literature_prior,medium,-9.667368010391938,literature_prior,medium,-12.45922841877257,literature_prior,medium,1.4480981272618638,literature_prior,medium,-5.024159013288285,literature_prior,medium,,,
probiotic,PMID_38350486,PubMed,Lactobacillus probiotics restore vaginal and gut microbiota of pregnant women with vaginal candidias...,2023,PubMed,True,1832.0,-0.3516728053403975,literature_prior,medium,-7.47034509131975,literature_prior,medium,-17.528813555821188,literature_prior,medium,1.116474381074047,literature_prior,medium,-6.00715326321148,literature_prior,medium,,,
probiotic,PMID_37960315,PubMed,The Effect of Probiotic Supplements on Metabolic Parameters of People with Type 2 Diabetes in Greece...,2023,PubMed,True,188.0,-0.2939973316858268,literature_prior,medium,-6.001651318974214,literature_prior,medium,-10.445933211284053,literature_prior,medium,1.291827754747328,literature_prior,medium,-7.234096918248922,literature_prior,medium,,,
probiotic,PMID_36269141,PubMed,The probiotic ,2022,PubMed,True,625.0,-0.32734098762784963,literature_prior,medium,-6.332848531411128,literature_prior,medium,-15.222802027003448,literature_prior,medium,1.021763284733333,literature_prior,medium,-6.685231809271364,literature_prior,medium,,,
probiotic,PMID_35745214,PubMed,Effects of ,2022,PubMed,True,1247.0,-0.3509084615341097,literature_prior,medium,-8.229936218401972,literature_prior,medium,-17.327977211775316,literature_prior,medium,1.1730022551565058,literature_prior,medium,-6.095266391367375,literature_prior,medium,,,
probiotic,PMID_35857132,PubMed,Efficacy of multi-strain probiotic along with dietary and lifestyle modifications on polycystic ovar...,2022,PubMed,True,656.0,-0.3030308084001351,literature_prior,medium,-6.229109931955472,literature_prior,medium,-13.341714208935539,literature_prior,medium,1.1432760294467883,literature_prior,medium,-6.0316200535938975,literature_prior,medium,,,
probiotic,PMID_37836532,PubMed,Effects of Synbiotic Supplementation on Metabolic Syndrome Traits and Gut Microbial Profile among Ov...,2023,PubMed,True,534.0,-0.31207310252235354,literature_prior,medium,-6.06801492980675,literature_prior,medium,-11.759842214377134,literature_prior,medium,1.4037725273949249,literature_prior,medium,-4.403150428259701,literature_prior,medium,,,
probiotic,PMID_35299968,PubMed,Adjuvant Probiotics of ,2022,PubMed,True,774.0,-0.32773669809927797,literature_prior,medium,-7.362935173466711,literature_prior,medium,-14.541060885943152,literature_prior,medium,1.4804577813601092,literature_prior,medium,-6.17603226735727,literature_prior,medium,,,
probiotic,PMID_32660025,PubMed,Targeting the Intestinal Microbiota to Prevent Type 2 Diabetes and Enhance the Effect of Metformin o...,2020,PubMed,True,983.0,-0.3281424602477596,literature_prior,medium,-7.86852335218784,literature_prior,medium,-13.96702875842546,literature_prior,medium,1.1580284463887347,literature_prior,medium,-6.962500139338385,literature_prior,medium,,,
probiotic,PMID_30262813,PubMed,Effects of daily consumption of the probiotic Bifidobacterium animalis subsp. lactis CECT 8145 on an...,2019,PubMed,True,187.0,-0.2670779160245397,literature_prior,medium,-6.475532869395022,literature_prior,medium,-14.358631693408215,literature_prior,medium,1.234701120645929,literature_prior,medium,-4.576170533697983,literature_prior,medium,,,
probiotic,PMID_35458199,PubMed,Probiotics-Supplemented Low-Protein Diet for Microbiota Modulation in Patients with Advanced Chronic...,2022,PubMed,True,283.0,-0.2995280657125201,literature_prior,medium,-6.364554002179022,literature_prior,medium,-15.535175818863856,literature_prior,medium,0.875336725938606,literature_prior,medium,-8.119196659220618,literature_prior,medium,,,
